Nom de domaine,Pays BE,Departement BE,Ville BE,Nom BE,Sous domaine,Type du titulaire,Pays titulaire,Departement titulaire,Domaine IDN,Date de crtion,Date de retrait du WHOIS,
www.val-de-marne.gouv.fr,,,,,,,,,,,,
www.val-doise.gouv.fr,,,,,,,,,,,,
www.var.gouv.fr,,,,,,,,,,,,
www.vaucluse.gouv.fr,,,,,,,,,,,,
www.vendee.gouv.fr,,,,,,,,,,,,
www.viabilite-hivernale.developpement-durable.gouv.fr,,,,,,,,,,,,
www.vienne.gouv.fr,,,,,,,,,,,,
www.vigicrues.gouv.fr,,,,,,,,,,,,
www.ville.gouv.fr,,,,,,,,,,,,
www.visite.culture.gouv.fr,,,,,,,,,,,,
www.vos-droits.justice.gouv.fr,,,,,,,,,,,,
www.vosges.gouv.fr,,,,,,,,,,,,
www.wallis-et-futuna.gouv.fr,,,,,,,,,,,,
www.webcams-dir.centre-est.developpement-durable.gouv.fr,,,,,,,,,,,,
www.xn--dfense-bva.gouv.fr,,,,,,,,,,,,
www.yonne.gouv.fr,,,,,,,,,,,,
www.yvelines.gouv.fr,,,,,,,,,,,,
www11.bercy.gouv.fr,,,,,,,,,,,,
www11.minefe.gouv.fr,,,,,,,,,,,,
www11.minefi.gouv.fr,,,,,,,,,,,,
www2.cdu.urbanisme.developpement-durable.gouv.fr,,,,,,,,,,,,
www2.centre.ecologie.gouv.fr,,,,,,,,,,,,
www2.culture.gouv.fr,,,,,,,,,,,,
www2.developpement-durable.gouv.fr,,,,,,,,,,,,
www2.impots.gouv.fr,,,,,,,,,,,,
www2.transports.equipement.gouv.fr,,,,,,,,,,,,
www3.centre.developpement-durable.gouv.fr,,,,,,,,,,,,
www3.finances.gouv.fr,,,,,,,,,,,,
www3.telepac.agriculture.gouv.fr,,,,,,,,,,,,
xn--assisesdelamobilit-swb.gouv.fr,,,,,,,,,,,,
xn--bail-mobilit-meb.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,1,27-02-2019,,
xn--chque-service-universel-nbc.gouv.fr,FR,75,PARIS,Soci�t� Fran�aise du Radiot�l�phone - SFR,gouv.fr,ORG,FR,75,1,06-07-2012,,
xn--chqueserviceuniversel-p4b.gouv.fr,FR,75,PARIS,Soci�t� Fran�aise du Radiot�l�phone - SFR,gouv.fr,ORG,FR,75,1,06-07-2012,,
xn--cohsion-sociale-dnb.gouv.fr,FR,75,PARIS,Soci�t� Fran�aise du Radiot�l�phone - SFR,gouv.fr,ORG,FR,75,1,06-07-2012,,
xn--cohsionsociale-dkb.gouv.fr,FR,75,PARIS,Soci�t� Fran�aise du Radiot�l�phone - SFR,gouv.fr,ORG,FR,75,1,06-07-2012,,
xn--cologique-solidaire-9yb.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,1,27-03-2018,,
xn--commerce-extrieur-mtb.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,1,18-07-2012,,
xn--conomie-9xa.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,1,18-07-2012,,
xn--contrat-gnration-jqbb.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,1,04-01-2013,,
xn--contrats-gnration-ktbb.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,1,04-01-2013,,
xn--coopration-e7a.gouv.fr,FR,92,CLICHY-LA-GARENNE,OXYD SARL,gouv.fr,ORG,FR,75,1,21-05-2012,,
xn--dfense-bva.gouv.fr,,,,,,,,,,,,
xn--dpendance-b4a.gouv.fr,,,,,,,,,,,,
xn--ducation-90a.gouv.fr,FR,59,VILLENEUVE D'ASCQ,AVENIR TELEMATIQUE,gouv.fr,ORG,FR,75,1,27-06-2012,,
xn--emploidessniors-knb.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,1,06-07-2012,,
xn--galit-citoyennet-participez-9ncfl.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,1,17-03-2016,,
xn--galit-femmes-hommes-9ybf.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,1,19-05-2017,,
xn--galit-handicap-9jbf.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,1,02-02-2018,,
xn--goportail-b4a.gouv.fr,FR,75,PARIS 15,ORANGE,gouv.fr,ORG,FR,94,1,13-08-2012,,
xn--impts-8ta.gouv.fr,FR,75,PARIS 15,ORANGE,gouv.fr,ORG,FR,93,1,28-05-2013,,
xn--lacit-fsa2b.gouv.fr,FR,72,SAINT SATURNIN,DIGITAL RURAL INFORMATIQUE,gouv.fr,ORG,FR,75,1,09-04-2013,,
xn--lescransdusocial-dqb.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,1,06-07-2012,,
xn--libertegalitfraternit-g5bgj.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,1,28-02-2017,,
xn--libertgalitfraternit-g2bafj.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,1,17-02-2017,,
xn--moncompteactivit-qqb.gouv.fr,,,,,,,,,,,,
xn--parit-fsa.gouv.fr,FR,92,LA DEFENSE CEDEX,COMPLETEL SAS FRANCE,gouv.fr,ORG,FR,75,1,06-07-2012,07-01-2018,
xn--pers-ages-h4a.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,1,06-07-2012,,
xn--pers-gees-f2a.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,1,06-07-2012,,
xn--pers-ges-mza5e.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,1,06-07-2012,,
xn--pour-les-personnes-ges-73b3o.gouv.fr,FR,59,ROUBAIX,OVH,gouv.fr,ORG,FR,75,1,25-03-2015,,
xn--pourlespersonnesges-qvb2m.gouv.fr,FR,59,ROUBAIX,OVH,gouv.fr,ORG,FR,75,1,25-03-2015,,
xn--rforme-retraite-bnb.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,1,27-02-2018,,
xn--rforme-retraites-bqb.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,1,27-02-2018,,
xn--servicelapersonne-uob.gouv.fr,FR,92,LA DEFENSE CEDEX,COMPLETEL SAS FRANCE,gouv.fr,ORG,FR,75,1,06-07-2012,11-01-2018,
xn--serviceslapersonne-mrb.gouv.fr,FR,92,LA DEFENSE CEDEX,COMPLETEL SAS FRANCE,gouv.fr,ORG,FR,75,1,06-07-2012,11-01-2018,
xn--solidarits-sant-jnbg.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,1,19-05-2017,,
xn--solidaritsactives-jtb.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,1,06-07-2012,,
xn--travail-emploi-sant-tzb.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,1,06-07-2012,,
xn--travail-sant-meb.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,1,06-07-2012,,
xn--travail-solidarit-rtb.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,1,06-07-2012,,
xn--travailsolidarit-qqb.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,1,06-07-2012,,
xn--voterltranger-tdb0l.gouv.fr,FR,92,CLICHY-LA-GARENNE,OXYD SARL,gouv.fr,ORG,FR,75,1,21-05-2012,,
xn--votezltranger-tdb0l.gouv.fr,FR,92,CLICHY-LA-GARENNE,OXYD SARL,gouv.fr,ORG,FR,75,1,21-05-2012,,
yonne.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,06-01-2010,,
yvelines.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,06-01-2010,,
zensa.ensm.sports.gouv.fr,,,,,,,,,,,,
