Nom de domaine,Pays BE,Departement BE,Ville BE,Nom BE,Sous domaine,Type du titulaire,Pays titulaire,Departement titulaire,Domaine IDN,Date de crtion,Date de retrait du WHOIS,
mer.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,07-07-1999,,
mercure.douane.gouv.fr,,,,,,,,,,,,
merlittoral2030.gouv.fr,,,,,,,,,,,,
mes-aides.gouv.fr,,,,,,,,,,,,
mesdemarches.agriculture.gouv.fr,,,,,,,,,,,,
mesdroitssociaux.gouv.fr,,,,,,,,,,,,
mesr.gouv.fr,FR,59,VILLENEUVE D'ASCQ,AVENIR TELEMATIQUE,gouv.fr,ORG,FR,75,0,16-07-2012,,
mesrdv.etudiant.gouv.fr,,,,,,,,,,,,
messervices.etudiant.gouv.fr,,,,,,,,,,,,
mesures-pouvoir-d-achat.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,18-06-2008,,
mesurespouvoirdachat.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,19-06-2008,,
metadata.carmen.developpement-durable.gouv.fr,,,,,,,,,,,,
metiers.gouv.fr,FR,59,SECLIN CEDEX,WORLDLINE,gouv.fr,ORG,FR,75,0,10-11-2000,23-05-2016,
metiers.internet.gouv.fr,,,,,,,,,,,,
metiersdugrandage.gouv.fr,FR,92,LA DEFENSE CEDEX,COMPLETEL SAS FRANCE,gouv.fr,ORG,FR,75,0,31-01-2005,06-01-2018,
meurthe-et-moselle.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,06-01-2010,,
meuse.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,06-01-2010,,
midi-pyrenees.drjscs.gouv.fr,,,,,,,,,,,,
midi-pyrenees.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,12-11-2010,,
minefe.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,29-06-2007,,
minefi.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,28-12-2000,,
minotaur.sso.gendarmerie.interieur.gouv.fr,,,,,,,,,,,,
miprof.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,16-04-2013,,
miqcp.gouv.fr,FR,75,PARIS,PLANET-WORK,gouv.fr,ORG,FR,92,0,24-09-2009,,
mirate.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,17-09-2009,,
miviludes.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,14-01-2004,,
mobile.education.gouv.fr,,,,,,,,,,,,
mobile.interieur.gouv.fr,,,,,,,,,,,,
mobilite.application.developpement-durable.gouv.fr,,,,,,,,,,,,
modernisation.gouv.fr,,,,,,,,,,,,
mon-cice.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,10-06-2013,,
mon-univers.diplomatie.gouv.fr,,,,,,,,,,,,
moncompteactivite.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,04-07-2016,,
moncompteformation.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,19-09-2014,,
monconsulat.diplomatie.gouv.fr,,,,,,,,,,,,
monconsulat.gouv.fr,FR,92,CLICHY-LA-GARENNE,OXYD SARL,gouv.fr,ORG,FR,75,0,22-09-2011,,
monicpe.developpement-durable.gouv.fr,,,,,,,,,,,,
monprojetpourlaplanete.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,14-11-2017,,
morbihan.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,06-01-2010,,
moselle.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,06-01-2010,,
multimedia.enseignementsup-recherche.gouv.fr,,,,,,,,,,,,
mx.allo119.gouv.fr,,,,,,,,,,,,
nanomicro.recherche.gouv.fr,,,,,,,,,,,,
nievre.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,06-01-2010,,
nord-pas-de-calais-picardie.direccte.gouv.fr,,,,,,,,,,,,
nord-pas-de-calais-picardie.drjscs.gouv.fr,,,,,,,,,,,,
nord-pas-de-calais-picardie.gouv.fr,,,,,,,,,,,,
nord-pas-de-calais.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,12-11-2010,,
nord.gouv.fr,,,,,,,,,,,,
normandie.developpement-durable.gouv.fr,,,,,,,,,,,,
normandie.gouv.fr,,,,,,,,,,,,
nos-demarches.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,29-06-2018,,
nosdemarches.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,29-06-2018,,
notamweb.aviation-civile.gouv.fr,,,,,,,,,,,,
notre-dame.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,16-04-2019,,
nouveaupermisdeconstruire.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,24-09-2007,,
nouvelle-aquitaine.direccte.gouv.fr,,,,,,,,,,,,
nouvelle-aquitaine.drdjscs.gouv.fr,,,,,,,,,,,,
nouvelle-aquitaine.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,11-08-2016,,
nouvelle-aquitaine.safire.fonction-publique.gouv.fr,,,,,,,,,,,,
nouvelle-caledonie.gouv.fr,,,,,,,,,,,,
nouvelleuniversite.gouv.fr,FR,59,VILLENEUVE D'ASCQ,AVENIR TELEMATIQUE,gouv.fr,ORG,FR,75,0,20-06-2007,31-12-2018,
npdcp.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,08-01-2016,,
nrbc-e.gouv.fr,,,,,,,,,,,,
nrbce.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,27-07-2012,,
nuitdelalecture.culturecommunication.gouv.fr,,,,,,,,,,,,
nuitdesmusees.culture.gouv.fr,,,,,,,,,,,,
nuitdesmusees.culturecommunication.gouv.fr,,,,,,,,,,,,
numerique.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,20-11-2009,,
objectifzerodechet.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,30-09-2014,,
observatoire-des-territoires.gouv.fr,FR,92,BOULOGNE-BILLANCOURT,INTEGRA,gouv.fr,ORG,FR,75,0,01-06-2010,,
observatoire-parite.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,02-08-2000,,
observatoire-pesticides.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,94,0,27-06-2006,04-07-2018,
occitanie.direccte.gouv.fr,,,,,,,,,,,,
occitanie.drjscs.gouv.fr,,,,,,,,,,,,
occitanie.gouv.fr,,,,,,,,,,,,
oceane-candidat.dsac.aviation-civile.gouv.fr,,,,,,,,,,,,
oedipp.application.developpement-durable.gouv.fr,,,,,,,,,,,,
oedipp.din.developpement-durable.gouv.fr,,,,,,,,,,,,
ofpra.gouv.fr,,,,,,,,,,,,
ogc.geo-ide.developpement-durable.gouv.fr,,,,,,,,,,,,
ogm.gouv.fr,FR,59,VILLENEUVE D'ASCQ,AVENIR TELEMATIQUE,gouv.fr,ORG,FR,75,0,18-11-2003,,
oise.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,06-01-2010,,
olivia.aviation-civile.gouv.fr,,,,,,,,,,,,
omp.justice.gouv.fr,,,,,,,,,,,,
oncfs.gouv.fr,FR,92,LA DEFENSE CEDEX,COMPLETEL SAS FRANCE,gouv.fr,ORG,FR,75,0,26-10-2001,,
oned.gouv.fr,,,,,,,,,,,,
onerc.developpement-durable.gouv.fr,,,,,,,,,,,,
onerc.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,02-03-2009,,
onfi.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,04-03-2013,01-05-2015,
onpe.gouv.fr,FR,59,ROUBAIX,OVH,gouv.fr,ORG,FR,75,0,17-05-2016,,
onpes.gouv.fr,,,,,,,,,,,,
ons.education.gouv.fr,,,,,,,,,,,,
opal.anah.gouv.fr,,,,,,,,,,,,
openacademie.beta.gouv.fr,,,,,,,,,,,,
opm.justice.gouv.fr,,,,,,,,,,,,
orientation-pour-tous.gouv.fr,FR,72,SAINT SATURNIN,DIGITAL RURAL INFORMATIQUE,gouv.fr,ORG,FR,75,0,26-04-2011,10-03-2019,
orne.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,06-01-2010,,
orobnat.sante.gouv.fr,,,,,,,,,,,,
oups.gouv.fr,,,,,,,,,,,,
outre-mer.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,14-01-1997,,
outremer.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,20-11-2012,,
ouverture.sante.gouv.fr,,,,,,,,,,,,
pac2015.gouv.fr,,,,,,,,,,,,
paca.direccte.gouv.fr,,,,,,,,,,,,
paca.ecologie.gouv.fr,,,,,,,,,,,,
paca.gouv.fr,,,,,,,,,,,,
paca.pref.gouv.fr,,,,,,,,,,,,
pacage.gouv.fr,FR,59,SECLIN CEDEX,WORLDLINE,gouv.fr,ORG,FR,75,0,17-03-2003,,
pacte-entreprises.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,21-12-2017,,
pandemie-grippale.gouv.fr,,,,,,,,,,,,
pandemiegrippale.gouv.fr,,,,,,,,,,,,
parafe.gouv.fr,,,,,,,,,,,,
parc-marin-iroise.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,29,0,23-11-2005,30-03-2017,
paris-idf.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,12-11-2010,,
paris.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,06-01-2010,,
parite.gouv.fr,FR,92,LA DEFENSE CEDEX,COMPLETEL SAS FRANCE,gouv.fr,ORG,FR,75,0,19-09-2002,07-01-2018,
pas-de-calais.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,06-01-2010,,
pastel.diplomatie.gouv.fr,,,,,,,,,,,,
payfip.impots.gouv.fr,,,,,,,,,,,,
pays-de-la-loire.direccte.gouv.fr,,,,,,,,,,,,
pays-de-la-loire.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,14-05-2007,,
peche.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,21-12-2009,,
pedt.education.gouv.fr,,,,,,,,,,,,
performance-publique.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,11-01-2006,,
permis-de-conduire.gouv.fr,US,99,WILMINGTON,CSC CORPORATE DOMAINS INC.,gouv.fr,ORG,FR,92,0,06-01-2010,,
permisdeconduire.gouv.fr,US,99,WILMINGTON,CSC CORPORATE DOMAINS INC.,gouv.fr,ORG,FR,92,0,06-01-2010,,
pers-agees.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,04-10-2002,,
personnes-agees.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,27-04-2004,,
personnesagees.gouv.fr,FR,92,LA DEFENSE CEDEX,COMPLETEL SAS FRANCE,gouv.fr,ORG,FR,75,0,01-02-2005,07-01-2018,
pfs.jeunesse-sports.gouv.fr,,,,,,,,,,,,
picardie.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,12-11-2010,,
piece-jointe-carto.developpement-durable.gouv.fr,,,,,,,,,,,,
pix.beta.gouv.fr,,,,,,,,,,,,
place-emploi-public.gouv.fr,,,,,,,,,,,,
plainte-en-ligne.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,93,0,25-01-2008,,
plan-alzheimer.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,19-10-2007,,
plan-cancer.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,30-07-2010,,
plan-climat.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,17-08-2017,,
plan-entreprises.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,24-11-2017,,
plan60000.enseignementsup-recherche.gouv.fr,,,,,,,,,,,,
planclimat.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,17-08-2017,,
pluie-inondation.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,26-07-2018,,
pm.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,10-07-1998,,
pme-commerce-artisanat.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,22-01-1997,,
pme.gouv.fr,,,,,,,,,,,,
pmilourdes.defense.gouv.fr,,,,,,,,,,,,
pnr-certif.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,18-12-2014,,
pnr-pprod.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,30-01-2015,,
pnr.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,18-12-2014,,
podcast.justice.gouv.fr,,,,,,,,,,,,
poitou-charentes.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,12-11-2010,,
polesdecompetitivite.gouv.fr,FR,59,ROUBAIX,OVH,gouv.fr,ORG,FR,75,0,05-01-2005,04-09-2017,
politique-eau.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,02-03-2009,,
politique-ville.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,02-03-2009,,
polmar.cetmef.developpement-durable.gouv.fr,,,,,,,,,,,,
portail-du-marin.din.developpement-durable.gouv.fr,,,,,,,,,,,,
portail-immo.gouv.fr,FR,75,PARIS 15,ORANGE,gouv.fr,ORG,FR,93,0,21-04-2016,,
portail.agent.phm.education.gouv.fr,,,,,,,,,,,,
portail.agricoll.agriculture.gouv.fr,,,,,,,,,,,,
portail.centre-serveur.din.developpement-durable.gouv.fr,,,,,,,,,,,,
portail.dgfip.finances.gouv.fr,,,,,,,,,,,,
portail.diplomatie.gouv.fr,,,,,,,,,,,,
portalis.diplomatie.gouv.fr,,,,,,,,,,,,
porte-parole.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,26-09-2005,,
porteparole.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,26-09-2005,,
pour-les-personnes-agees.gouv.fr,FR,59,ROUBAIX,OVH,gouv.fr,ORG,FR,75,0,25-03-2015,,
pourlespersonnesagees.gouv.fr,FR,59,ROUBAIX,OVH,gouv.fr,ORG,FR,75,0,25-03-2015,,
pouvoir-d-achat.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,18-06-2008,,
pouvoirdachat.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,18-06-2008,,
pre-plainte-en-ligne.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,93,0,27-08-2008,,
precarite.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,25-10-2002,,
predemande-cni.ants.gouv.fr,,,,,,,,,,,,
pref.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,21-12-1999,,
prefectures-regions.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,12-11-2015,,
prelevement-a-la-source.gouv.fr,,,,,,,,,,,,
prelevementalasource.gouv.fr,,,,,,,,,,,,
premar-atlantique.gouv.fr,FR,72,SAINT SATURNIN,DIGITAL RURAL INFORMATIQUE,gouv.fr,ORG,FR,29,0,09-12-2002,,
premar-manche.gouv.fr,,,,,,,,,,,,
premar-mediterranee.gouv.fr,,,,,,,,,,,,
premarmanche.admin-edition.premar-manche.gouv.fr,,,,,,,,,,,,
premier-ministre.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,04-06-1996,,
premierministre.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,21-09-2001,,
prepa.dgfip.finances.gouv.fr,,,,,,,,,,,,
presaje.sga.defense.gouv.fr,,,,,,,,,,,,
pret-a-taux-zero-plus.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,33,0,28-12-2010,,
prevention-delinquance.gouv.fr,FR,69,BRON,AIC TELECOMS,gouv.fr,ORG,FR,75,0,02-10-2015,05-11-2017,
prevention-incendie.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,11-12-2009,,
prime-chaudieres.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,14-03-2019,,
primealaconversion-chaudieres.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,24-01-2019,,
primealaconversion.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,11-12-2017,,
prix-carburants.economie.gouv.fr,,,,,,,,,,,,
prix-carburants.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,31-10-2006,,
prixcarburants.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,31-10-2006,,
pro.douane.gouv.fr,,,,,,,,,,,,
prod1-concours.defense.gouv.fr,,,,,,,,,,,,
programme-candidats.interieur.gouv.fr,,,,,,,,,,,,
projets-environnement.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,19-03-2018,,
projets-sig.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,18-04-2012,,
projetsdeurope.gouv.fr,FR,92,BOULOGNE-BILLANCOURT,INTEGRA,gouv.fr,ORG,FR,75,0,20-05-2005,,
promete.din.developpement-durable.gouv.fr,,,,,,,,,,,,
propluvia.developpement-durable.gouv.fr,,,,,,,,,,,,
prospective-numerique.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,20-11-2009,,
protection-enfance.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,22-06-2001,,
protection-mineurs.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,22-06-2001,,
proxy-pubminefi.diffusion.finances.gouv.fr,,,,,,,,,,,,
prud2008.gouv.fr,,,,,,,,,,,,
prudhommes.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,19-09-2007,,
ptz-plus.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,33,0,28-12-2010,,
ptz.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,21-12-2015,,
publication.enseignementsup-recherche.gouv.fr,,,,,,,,,,,,
puy-de-dome.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,06-01-2010,,
pyrenees-atlantiques.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,06-01-2010,,
pyrenees-orientales.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,06-01-2010,,
qualite-tourisme.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,11-04-2005,,
qualitetransports.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,33,0,10-01-2012,,
radars.securite-routiere.gouv.fr,,,,,,,,,,,,
radiofrequences.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,23-04-2010,,
rapatries.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,26-09-2005,,
rdv.etalab.gouv.fr,,,,,,,,,,,,
rdvsantemarin.application.equipement.gouv.fr,,,,,,,,,,,,
rdvstrategie-tourisme.gouv.fr,DE,99,REGENSBURG,InterNetX GmbH,gouv.fr,ORG,FR,75,0,07-09-2005,,
reate.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,33,0,18-01-2011,,
rebatirnotredame.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,16-04-2019,,
rebuildnotredame.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,17-04-2019,,
recherche.fonction-publique.gouv.fr,,,,,,,,,,,,
recherche.gouv.fr,,,,,,,,,,,,
rechercher.sante.gouv.fr,,,,,,,,,,,,
reconstruction.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,06-11-2017,,
redevancephyto.developpement-durable.gouv.fr,,,,,,,,,,,,
redressement-productif.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,23-05-2012,,
redressementproductif.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,23-05-2012,,
references.modernisation.gouv.fr,,,,,,,,,,,,
referens.enseignementsup-recherche.gouv.fr,,,,,,,,,,,,
referentiels-generaux.gouv.fr,FR,92,LA DEFENSE CEDEX,COMPLETEL SAS FRANCE,gouv.fr,ORG,FR,75,0,29-06-2007,,
refondonslecole.gouv.fr,FR,59,VILLENEUVE D'ASCQ,AVENIR TELEMATIQUE,gouv.fr,ORG,FR,75,0,03-07-2012,01-10-2018,
reforme-assurance-maladie.gouv.fr,FR,92,LA DEFENSE CEDEX,COMPLETEL SAS FRANCE,gouv.fr,ORG,FR,75,0,10-11-2004,07-01-2018,
reforme-de-l-etat-decentralisation-fonction-publique.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,21-08-2012,,
reforme-retraite.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,19-01-2018,,
reforme-retraites.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,19-01-2018,,
reforme-territoriale.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,09-05-2014,,
regiepub.dila.gouv.fr,,,,,,,,,,,,
registre-coproprietes-notaires.gouv.fr,,,,,,,,,,,,
registre-coproprietes-secure.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,29-08-2016,,
registre-coproprietes.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,21-06-2016,,
registre-vtc.developpement-durable.gouv.fr,,,,,,,,,,,,
registre-vtc.din.developpement-durable.gouv.fr,,,,,,,,,,,,
relance.gouv.fr,,,,,,,,,,,,
relay1-c.dila.gouv.fr,,,,,,,,,,,,
relay1.dila.gouv.fr,,,,,,,,,,,,
relay2-c.dila.gouv.fr,,,,,,,,,,,,
relocaliser.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,21-02-2014,,
relternet-02.developpement-durable.gouv.fr,,,,,,,,,,,,
rendezvousauxjardins.culture.gouv.fr,,,,,,,,,,,,
rendezvousauxjardins.culturecommunication.gouv.fr,,,,,,,,,,,,
renovation-info-service.gouv.fr,,,,,,,,,,,,
renovationinfoservice.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,30-09-2013,,
republique-numerique.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,25-09-2015,,
reseau.securite-routiere.gouv.fr,,,,,,,,,,,,
reseaux-et-canalisations.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,33,0,21-10-2010,,
reserve-civique.beta.gouv.fr,,,,,,,,,,,,
reso.beta.gouv.fr,,,,,,,,,,,,
respirez-mieux.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,33,0,03-10-2011,,
resultatspermis.securite-routiere.gouv.fr,,,,,,,,,,,,
retraite.beta.gouv.fr,,,,,,,,,,,,
retraite.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,06-12-2002,,
retraites.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,06-12-2002,,
retraitesdeletat.gouv.fr,,,,,,,,,,,,
reunion.dieccte.gouv.fr,,,,,,,,,,,,
reunion.drjscs.gouv.fr,,,,,,,,,,,,
reunion.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,03-11-2011,,
reunion.pref.gouv.fr,,,,,,,,,,,,
reviensteformer.gouv.fr,,,,,,,,,,,,
rgpp.gouv.fr,FR,92,BOULOGNE BILLANCOURT,PROSODIE,gouv.fr,ORG,FR,75,0,17-07-2007,05-08-2016,
rh-terre.defense.gouv.fr,,,,,,,,,,,,
rhone-alpes.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,69,0,21-07-2006,10-02-2016,
rhone.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,06-01-2010,,
rie.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,28-08-2014,,
rime.fonction-publique.gouv.fr,,,,,,,,,,,,
risque.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,15-11-2005,,
risques.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,15-11-2005,,
rncp.cncp.gouv.fr,,,,,,,,,,,,
roulezeco.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,31-10-2006,,
rsa.gouv.fr,,,,,,,,,,,,
ruralite.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,30-09-2014,,
safire.fonction-publique.gouv.fr,,,,,,,,,,,,
saga.sigp.aviation-civile.gouv.fr,,,,,,,,,,,,
saint-barth-saint-martin.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,10-01-2012,,
saint-pierre-et-miquelon.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,26-06-2012,,
saintpierre-et-miquelon.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,26-06-2012,,
saintpierreetmiquelon.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,26-06-2012,,
